source,target,value,ip
ETHPORT-5-IF_DOWN_INITIALIZING:Interface <*> <*> is down <*>,ETHPORT-5-IF_DOWN_PORT_CHANNEL_MEMBERS_DOWN:Interface <*> is down No operational members,0.780111,all
ETHPORT-5-IF_DOWN_INITIALIZING:Interface <*> <*> is down <*>,ETHPORT-5-IF_UP:Interface <*> is up in mode <*>,0.78,all
ETHPORT-5-SPEED:Interface <*> operational speed changed to <*> Gbps,ETHPORT-5-IF_DOWN_INITIALIZING:Interface <*> <*> is down <*>,0.78,all
ETHPORT-5-SPEED:Interface <*> operational speed changed to <*> Gbps,ETHPORT-5-IF_DUPLEX:Interface <*> operational duplex mode changed to Full,0.78,all
ETHPORT-5-SPEED:Interface <*> operational speed changed to <*> Gbps,ETHPORT-5-IF_RX_FLOW_CONTROL:Interface <*> <*> <*> <*> <*> state changed to <*>,0.780111,all
ETHPORT-5-SPEED:Interface <*> operational speed changed to <*> Gbps,ETHPORT-5-IF_DOWN_PORT_CHANNEL_MEMBERS_DOWN:Interface <*> is down No operational members,0.780111,all
ETHPORT-5-SPEED:Interface <*> operational speed changed to <*> Gbps,ETHPORT-5-IF_UP:Interface <*> is up in mode <*>,0.78,all
ETHPORT-5-IF_DUPLEX:Interface <*> operational duplex mode changed to Full,ETHPORT-5-IF_DOWN_INITIALIZING:Interface <*> <*> is down <*>,0.78,all
ETHPORT-5-IF_DUPLEX:Interface <*> operational duplex mode changed to Full,ETHPORT-5-SPEED:Interface <*> operational speed changed to <*> Gbps,0.78,all
ETHPORT-5-IF_DUPLEX:Interface <*> operational duplex mode changed to Full,ETHPORT-5-IF_RX_FLOW_CONTROL:Interface <*> <*> <*> <*> <*> state changed to <*>,0.780111,all
ETHPORT-5-IF_DUPLEX:Interface <*> operational duplex mode changed to Full,ETHPORT-5-IF_DOWN_PORT_CHANNEL_MEMBERS_DOWN:Interface <*> is down No operational members,0.780111,all
ETHPORT-5-IF_DUPLEX:Interface <*> operational duplex mode changed to Full,ETHPORT-5-IF_UP:Interface <*> is up in mode <*>,0.78,all
ETHPORT-5-IF_RX_FLOW_CONTROL:Interface <*> <*> <*> <*> <*> state changed to <*>,ETHPORT-5-IF_DOWN_INITIALIZING:Interface <*> <*> is down <*>,0.780111,all
ETHPORT-5-IF_RX_FLOW_CONTROL:Interface <*> <*> <*> <*> <*> state changed to <*>,ETHPORT-5-SPEED:Interface <*> operational speed changed to <*> Gbps,0.780111,all
ETHPORT-5-IF_RX_FLOW_CONTROL:Interface <*> <*> <*> <*> <*> state changed to <*>,ETHPORT-5-IF_DUPLEX:Interface <*> operational duplex mode changed to Full,0.780111,all
ETHPORT-5-IF_RX_FLOW_CONTROL:Interface <*> <*> <*> <*> <*> state changed to <*>,ETHPORT-5-IF_UP:Interface <*> is up in mode <*>,0.780111,all
ETHPORT-5-IF_DOWN_PORT_CHANNEL_MEMBERS_DOWN:Interface <*> is down No operational members,ETHPORT-5-IF_DOWN_INITIALIZING:Interface <*> <*> is down <*>,0.780111,all
ETHPORT-5-IF_DOWN_PORT_CHANNEL_MEMBERS_DOWN:Interface <*> is down No operational members,ETHPORT-5-SPEED:Interface <*> operational speed changed to <*> Gbps,0.780111,all
ETHPORT-5-IF_DOWN_PORT_CHANNEL_MEMBERS_DOWN:Interface <*> is down No operational members,ETHPORT-5-IF_DUPLEX:Interface <*> operational duplex mode changed to Full,0.780111,all
ETHPORT-5-IF_DOWN_PORT_CHANNEL_MEMBERS_DOWN:Interface <*> is down No operational members,ETHPORT-5-IF_UP:Interface <*> is up in mode <*>,0.780111,all
ETHPORT-5-IF_UP:Interface <*> is up in mode <*>,ETHPORT-5-IF_DOWN_INITIALIZING:Interface <*> <*> is down <*>,0.78,all
ETHPORT-5-IF_UP:Interface <*> is up in mode <*>,ETHPORT-5-SPEED:Interface <*> operational speed changed to <*> Gbps,0.78,all
ETHPORT-5-IF_UP:Interface <*> is up in mode <*>,ETHPORT-5-IF_DUPLEX:Interface <*> operational duplex mode changed to Full,0.78,all
ETHPORT-5-IF_UP:Interface <*> is up in mode <*>,ETHPORT-5-IF_RX_FLOW_CONTROL:Interface <*> <*> <*> <*> <*> state changed to <*>,0.780111,all
ETHPORT-5-IF_UP:Interface <*> is up in mode <*>,ETHPORT-5-IF_DOWN_PORT_CHANNEL_MEMBERS_DOWN:Interface <*> is down No operational members,0.780111,all
LDP-5-GR:GR session <*> inst <*> : <*> graceful recovery,"ROUTING-BGP-5-ADJCHANGE_DETAIL :neighbor <*> Up VRF: default; AFI SAFI: 1 <*> <*> 128, <*> <*> 25 70, 16388 71 AS: 65535",0.7801,all
"ROUTING-BGP-5-ADJCHANGE_DETAIL :neighbor <*> Up VRF: default; AFI SAFI: 1 <*> <*> 128, <*> <*> 25 70, 16388 71 AS: 65535",LDP-5-GR:GR session <*> inst <*> : <*> graceful recovery,0.7801,all
EC-5-MINLINKS_NOTMET:Port-channel <*> is down bundled ports 0 doesn't meet min-links,IFDAMP-5-UPDOWN:interface <*> update IP Routing state to <*> interface is not suppressed,0.61594,all
L2-BM-5-MBR_BFD_NOT_RUNNING :The BFD session on link <*> <*> <*> <*> in <*> is no longer required.,IFDAMP-5-UPDOWN:interface <*> update IP Routing state to <*> interface is not suppressed,0.612235,all
L2-BM-5-MBR_BFD_NOT_RUNNING :The BFD session on link <*> <*> <*> <*> in <*> is no longer required.,EC-5-MINLINKS_MET:Port-channel <*> is up as its bundled ports <*> meets min-links,0.660221,all
L2-BM-5-MBR_BFD_NOT_RUNNING :The BFD session on link <*> <*> <*> <*> in <*> is no longer required.,PLATFORM-DPA-2-RX_FAULT :Interface HundredGigE0 <*> <*> <*> Detected <*> Fault,0.698162,all
PLATFORM-DPA-2-RX_FAULT :Interface HundredGigE0 <*> <*> <*> Detected <*> Fault,SECURITY-SSHD-6-INFO_SUCCESS :Successfully authenticated user <*> from <*> on <*> cipher <*> mac <*>,0.614075,all
PLATFORM-DPA-2-RX_FAULT :Interface HundredGigE0 <*> <*> <*> Detected <*> Fault,SECURITY-SSHD-6-INFO_USER_LOGOUT :User <*> from <*> logged out on <*>,0.620557,all
PLATFORM-DPA-2-RX_FAULT :Interface HundredGigE0 <*> <*> <*> Detected <*> Fault,L2-BM-5-MBR_BFD_NOT_RUNNING :The BFD session on link <*> <*> <*> <*> in <*> is no longer required.,0.698162,all
